159.99,0.0025
159.98,0.00499984
159.97,0.00749953
159.96,0.00999906
159.95,0.0124984
159.94,0.0149977
159.93,0.0174967
159.92,0.0199956
159.91,0.0224944
159.9,0.024993
159.89,0.0274914
159.88,0.0299897
159.87,0.0324878
159.86,0.0349858
159.85,0.0374836
159.84,0.0399812
159.83,0.0424787
159.82,0.0449761
159.81,0.0474733
159.8,0.0499703
159.79,0.0524672
159.78,0.0549639
159.77,0.0574604
159.76,0.0599569
159.75,0.0624531
159.74,0.0649492
159.73,0.0674451
159.72,0.0699409
159.71,0.0724365
159.7,0.074932
159.69,0.0774273
159.68,0.0799224
159.67,0.0824174
159.66,0.0849123
159.65,0.087407
159.64,0.0899015
159.63,0.0923959
159.62,0.0948901
159.61,0.0973841
159.6,0.099878
159.59,0.102372
159.58,0.104865
159.57,0.107359
159.56,0.109852
159.55,0.112345
159.54,0.114838
159.53,0.117331
159.52,0.119824
159.51,0.122316
159.5,0.124808
159.49,0.127301
159.48,0.129793
159.47,0.132284
159.46,0.134776
159.45,0.137268
159.44,0.139759
159.43,0.14225
159.42,0.144741
159.41,0.147232
159.4,0.149723
159.39,0.152214
159.38,0.154704
159.37,0.157194
159.36,0.159685
159.35,0.162175
159.34,0.164664
159.33,0.167154
159.32,0.169644
159.31,0.172133
159.3,0.174622
159.29,0.177111
159.28,0.1796
159.27,0.182089
159.26,0.184577
159.25,0.187066
159.24,0.189554
159.23,0.192042
159.22,0.19453
159.21,0.197018
159.2,0.199505
159.19,0.201993
159.18,0.20448
159.17,0.206967
159.16,0.209454
159.15,0.211941
159.14,0.214428
159.13,0.216914
159.12,0.219401
159.11,0.221887
159.1,0.224373
159.09,0.226859
159.08,0.229345
159.07,0.23183
159.06,0.234316
159.05,0.236801
159.04,0.239286
159.03,0.241771
159.02,0.244256
159.01,0.24674
159,0.249225
158.99,0.251709
158.98,0.254193
158.97,0.256677
158.96,0.259161
158.95,0.261645
158.94,0.264129
158.93,0.266612
158.92,0.269095
158.91,0.271578
158.9,0.274061
158.89,0.276544
158.88,0.279027
158.87,0.281509
158.86,0.283991
158.85,0.286473
158.84,0.288955
158.83,0.291437
158.82,0.293919
158.81,0.2964
158.8,0.298882
158.79,0.301363
158.78,0.303844
158.77,0.306325
158.76,0.308805
158.75,0.311286
158.74,0.313766
158.73,0.316247
158.72,0.318727
158.71,0.321207
158.7,0.323686
158.69,0.326166
158.68,0.328645
158.67,0.331125
158.66,0.333604
158.65,0.336083
158.64,0.338562
158.63,0.34104
158.62,0.343519
158.61,0.345997
158.6,0.348475
158.59,0.350953
158.58,0.353431
158.57,0.355909
158.56,0.358387
158.55,0.360864
158.54,0.363341
158.53,0.365818
158.52,0.368295
158.51,0.370772
158.5,0.373249
158.49,0.375725
158.48,0.378201
158.47,0.380678
158.46,0.383153
158.45,0.385629
158.44,0.388105
158.43,0.390581
158.42,0.393056
158.41,0.395531
158.4,0.398006
158.39,0.400481
158.38,0.402956
158.37,0.40543
158.36,0.407905
158.35,0.410379
158.34,0.412853
158.33,0.415327
158.32,0.417801
158.31,0.420274
158.3,0.422748
158.29,0.425221
158.28,0.427694
158.27,0.430167
158.26,0.43264
158.25,0.435113
158.24,0.437585
158.23,0.440058
158.22,0.44253
158.21,0.445002
158.2,0.447474
158.19,0.449945
158.18,0.452417
158.17,0.454888
158.16,0.45736
158.15,0.459831
158.14,0.462302
158.13,0.464772
158.12,0.467243
158.11,0.469714
158.1,0.472184
158.09,0.474654
158.08,0.477124
158.07,0.479594
158.06,0.482063
158.05,0.484533
158.04,0.487002
158.03,0.489472
158.02,0.491941
158.01,0.494409
158,0.496878
157.99,0.499347
157.98,0.501815
157.97,0.504283
157.96,0.506751
157.95,0.509219
157.94,0.511687
157.93,0.514155
157.92,0.516622
157.91,0.51909
157.9,0.521557
157.89,0.524024
157.88,0.52649
157.87,0.528957
157.86,0.531424
157.85,0.53389
157.84,0.536356
157.83,0.538822
157.82,0.541288
157.81,0.543754
157.8,0.546219
157.79,0.548685
157.78,0.55115
157.77,0.553615
157.76,0.55608
157.75,0.558545
157.74,0.561009
157.73,0.563474
157.72,0.565938
157.71,0.568402
157.7,0.570866
157.69,0.57333
157.68,0.575794
157.67,0.578257
157.66,0.58072
157.65,0.583184
157.64,0.585647
157.63,0.58811
157.62,0.590572
157.61,0.593035
157.6,0.595497
157.59,0.597959
157.58,0.600422
157.57,0.602883
157.56,0.605345
157.55,0.607807
157.54,0.610268
157.53,0.612729
157.52,0.615191
157.51,0.617652
157.5,0.620112
157.49,0.622573
157.48,0.625034
157.47,0.627494
157.46,0.629954
157.45,0.632414
157.44,0.634874
157.43,0.637334
157.42,0.639793
157.41,0.642252
157.4,0.644712
157.39,0.647171
157.38,0.64963
157.37,0.652088
157.36,0.654547
157.35,0.657005
157.34,0.659464
157.33,0.661922
157.32,0.66438
157.31,0.666837
